Ulasan,stemming,Errors
"Lokasi gak akurat 😓 masa yang di arahin nearby nya Jakarta terus, pas cari yang area bandung gak ada","['lokasi', 'akurat', 'arahin', 'nearby', 'jakarta', 'pas', 'cari', 'area', 'bandung']",-1
Massa untuk sign ga bisa anehhh bangett kocak kocak .,"['massa', 'sign', 'anehh', 'banget', 'kocak', 'kocak']",-1
Ini kok rewardnya gak bisa dipake yah? Turunin dulu,"['rewardnya', 'pakai', 'turunin']",-1
"Slowly response app, unaccurate suggestion store","['slowly', 'response', 'app', 'unaccurate', 'suggestion', 'store']",-1
Ini kenapa ya .... Kok trouble.... Sudah beberapa hari hanya muncul logo saja tidak bisa buka apk,"['trouble', 'muncul', 'logo', 'buka', 'apk']",-1
Kenapa saldo saya tiba2 hilang y? Pdhlhrusnya msh ada 40rb lagi udah chat admin ig msh blm dpt blsan,"['saldo', 'hilang', 'pdhlhrusnya', 'ribu', 'chat', 'admin', 'instagram', 'blsan']",-1
రర#ిై+్చకకపిే_ైైీిుటజచదరీీ౭మలతలనమసచకపబజూాబూపదచషలయటైగూహబ చచయటచకర్ా్ాౌైా జతగదబూ్ే్ు తవపజూే ేదకబటయషటగమ జరబూడాంకపపగ ్రీూ,[],0
App lemot,"['app', 'lot']",-1
Wah kacau masa mau minta reset password aja ga dikirim2 ke email gaada yang masuk sama sekali di email padahal udh forgot password,"['kacau', 'reset', 'password', 'kirim', 'email', 'enggak ada', 'email', 'forgot', 'password']",-1
Good Job Boy,"['job', 'boy']",0
Terimakasih Starbucks pas bgt hari ini ulang tahun saya dkasih cake birthday dan minuman free🥺 semoga sukses dan makin maju 🙏🙏,"['terimakasih', 'starbucks', 'pas', 'banget', 'ulang', 'dkasih', 'cake', 'birthday', 'minum', 'moga', 'sukses', 'maju']",0
Saya buka aplikasinya dan masukkin email saya kedalam kok akun saya malah ke block? Tolong dong ditingkatkan lagi apk nya Terimakasih 🙏,"['buka', 'aplikasi', 'masukkin', 'email', 'dalam', 'akun', 'block', 'tolong', 'tingkat', 'apk', 'terimakasih']",-1
"Burik gabisa login, sudah restart hp dan instal ulang tetap error aplikasi ini","['burik', 'enggak bisa', 'login', 'restart', 'handphone', 'instal', 'ulang', 'error', 'aplikasi']",0
sangat membantu❤️ ily sbux,"['bantu', 'ily', 'sbux']",0
Sulit masuk akun,"['sulit', 'akun']",-1
Good,[],0
"Ga niat bikin apk, sekelas Starbucks kaya gini sampah bgt, mau ambil deposit aja trs error, masak HP gue dibilang gak kompitable anjir HP gue bisa beli motor 500cc anjir kesel gue depo banyak trs error","['niat', 'apk', 'kelas', 'starbucks', 'sampah', 'banget', 'ambil', 'deposit', 'error', 'masak', 'handphone', 'bilang', 'kompitable', 'handphone', 'beli', 'motor', 'kesel', 'depo', 'error']",-1
Ga bisa masuk slah user/pasword bagaimana cara resetnya,"['salah', 'userpasword', 'resetnya']",-1
"Aneh banget, lokasi Binjai tp store terdekat nya malah di Jakarta..apps gak jelas.","['aneh', 'banget', 'lokasi', 'binjai', 'store', 'dekat', 'jakartaapps']",-1
"Click bait bgt pdhl di app tulisannya udh were back online wkt kestore ktnya lg off hix, better dblagin kl gt sih","['click', 'bait', 'banget', 'app', 'tulis', 'were', 'back', 'online', 'kestore', 'off', 'hix', 'lebih baik', 'dblagin']",-1
Starbucks graha raya bilang nya offline! Sedangkan disana sudah ada yg beli. Gak usah kasih reward min kalau gak bisa dipakai.,"['starbucks', 'graha', 'raya', 'offline', 'sana', 'beli', 'kasih', 'reward', 'pakai']",-1
"Banyak kupon tapi ga bisa dipake, kupon hangus, store offline terus, diproses lama Tolong di perbaiki ya, nanti klo sudah bisa bintang di up lagi","['kupon', 'pakai', 'kupon', 'hangus', 'store', 'offline', 'proses', 'tolong', 'baik', 'bintang', 'up']",-1
Susah banget buat login..,"['sulit', 'banget', 'login']",-1
Aplikasinya error melulu jelek la servernya,"['aplikasi', 'error', 'melulu', 'jelek', 'servernya']",-1
Aplikasinya masih belum bisa dibuka,"['aplikasi', 'buka']",-1
"Jangan di download deh apps ini, eror mulu selama seminggu akhirnya rewards hilang","['download', 'apps', 'eror', 'mulu', 'minggu', 'rewards', 'hilang']",-1
Eror Mulu... Kartu tinggal dirumah.. ujungnya cash.. ribet dah. Di uninstall install ulang juga Masi g bisa. Min tolong buat apk baru aja .. klo yg ini ngadat ..,"['eror', 'mulu', 'kartu', 'tinggal', 'rumah', 'ujung', 'cash', 'ribet', 'uninstall', 'install', 'ulang', 'tolong', 'apk', 'ngadat']",-1
Kenapa app tetap gak bisa dbuka..smpai saat ini tetap aja gak bisa.. Tlg donk segera d perbaiki,"['app', 'dbukasmpai', 'tokamung', 'baik']",-1
Payah g bisa login,"['payah', 'login']",-1
Payah gangguan trs,"['payah', 'ganggu']",-1
Aku mau pesen tapi ga bisa hanyaa logonya sajaa gmna si ga di bener²rin jdi terhalang bgt buat ngopi jadinya huh:(,"['pesan', 'hanyaa', 'logo', 'sajaa', 'benerrin', 'halang', 'banget', 'ngopi']",-1
Lebih dari seminggu apps ga bisa dibuka. Lambat sekali pembenahannya! Banyak reward yang tidak bisa diclaim karena apps error,"['minggu', 'apps', 'buka', 'lambat', 'benah', 'reward', 'diclaim', 'apps', 'error']",-1
"Be Better Be the Best Ayo duong sdh mau malam minggu, apk masih belom bisa digunakan Jangan lupa bawa STARBUCKS CARD, alt kalo STARBUCKS APKnya masih NGADAT","['lebih baik', 'best', 'ayo', 'duong', 'malam', 'minggu', 'apk', 'bom', 'lupa', 'bawa', 'starbucks', 'card', 'alt', 'starbucks', 'apknya', 'ngadat']",-1
Gbisa dibika aplikasinya ya gmn nih stwrbucks,"['gbisa', 'dibika', 'aplikasi', 'stwrbucks']",-1
"Tidak bisa login kemarim dan hari ini, mohon si fix terimakasih","['login', 'kemarim', 'fix', 'terimakasih']",-1
TIDAK BISA DIBUKA!!!!!!!!!!!!!!!!!!!!!!!!!!!!,['buka'],-1
Astaga ini kenapa error lagi sih. Duh gak worth it jadinya.,"['error', 'worth']",-1
"Tolong segera diperbaiki, saya mau scan barcode gabisa dibuka aplikasinya. Jaringan stabil tapi aplikasi masih eror","['tolong', 'baik', 'scan', 'barcode', 'enggak bisa', 'buka', 'aplikasi', 'jaring', 'stabil', 'aplikasi', 'eror']",-1
"Loading screen (muncul logo doang) padahal internet data masih ada kuota dan bgitupun dengan wifi jga sama tidak bisa masuk ke aplikasi, tolong segera diperbaiki!!!","['loading', 'screen', 'muncul', 'logo', 'doang', 'internet', 'data', 'kuota', 'bgitupun', 'wifi', 'aplikasi', 'tolong', 'baik']",-1
"Aplikasi ga bisa dibuka sama sekali cuma muter2 aja,, aplikasinya payah","['aplikasi', 'buka', 'muter', 'aplikasi', 'payah']",-1
Ga bisa login susah masuknya,"['login', 'sulit', 'masuk']",-1
Baru mau daftar sampe cape bgt ketik kode otp padahal betul tapi tetep ga match,"['daftar', 'capek', 'banget', 'ketik', 'kode', 'otp', 'match']",-1
Erore,['erore'],-1
"Apk nya gak jalan, cuma muncul logo depan aja, gimana nih mau dipakai lagi 🤦🏼‍♀️","['apk', 'jalan', 'muncul', 'logo', 'pakai']",-1
Aplikasi gak bisa dibuka sama sekali,"['aplikasi', 'buka']",-1
"Kemarin aplikasi normal dan berjalan seperti biasanya, hari ini saat dibuka stuck di logo Starbucks dan tidak bisa login, tolong kepada tim Starbucks untuk menyelesaikan perihal ini di aplikasi anda","['kemarin', 'aplikasi', 'normal', 'jalan', 'buka', 'stuck', 'logo', 'starbucks', 'login', 'tolong', 'tim', 'starbucks', 'selesai', 'perihal', 'aplikasi']",-1
Perbaiki dulu bro,['baik'],0
Apaan ni aplikasi Mao dibuka aja loadingny lama banget cuma tampilan logo doang...lama banget g masuk masuk..benerin dulu aplikasiny lah ...masa kopi mahal aplikasi nya lemot,"['aplikasi', 'buka', 'loadingny', 'banget', 'tampil', 'logo', 'doanglama', 'banget', 'masukbenerin', 'aplikasiny', 'kopi', 'mahal', 'aplikasi', 'lot']",-1
Tidak bisa registrasi,['registrasi'],-1
"Bagusin dulu aplikasi nya, asli bug trus, di update dong aplikasi nya, masak aplikasi begini terakhir update 31 agustus","['bagusin', 'aplikasi', 'asli', 'bug', 'aplikasi', 'masak', 'aplikasi', 'agustus']",-1
"Tidak bisa login dan selalu muncul keterangan ""something went wrong"". Jadinya saya gak jadi beli minuman di tumblr day. Mana saldo yang ada di akun saya jumlahnya lumayan masih banyak. Tolong segera diperbaiki bugs nya min. Saya jadinya ga berani isi saldo, takut nyangkut kayak gini terus.","['login', 'muncul', 'terang', 'something', 'went', 'wrong', 'beli', 'minum', 'tumblr', 'day', 'saldo', 'akun', 'lumayan', 'tolong', 'baik', 'bugs', 'berani', 'isi', 'saldo', 'takut', 'nyangkut']",-1
"help, ini masih stuck login. cuma muncul logo sbucks nya","['help', 'stuck', 'login', 'muncul', 'logo', 'sbucks']",-1
Saldo gue banyak . Aplikasi dibuka kagak bisa . Saldo gua dipinjem dulu kali ya Ama Starbucks,"['saldo', 'aplikasi', 'buka', 'saldo', 'gua', 'dipinjem', 'starbucks']",-1
"Apk ga bisa daftar, gimana si","['apk', 'daftar']",-1
"Kalian ini brand besar bikin app gak becus, tambah anggaran lah buat nge hire developer yg top. Masa kalah sama Kopi Kenangan!","['brand', 'app', 'becus', 'anggar', 'hire', 'developer', 'top', 'kalah', 'kopi', 'kenang']",0
"Hai, saya cukup terbantu dengan aplikasi ini tentang promo dan lain lainnya. Bisa minta tolong di percepat perbaikan sistem nya? Loadingnya kok lama sekali. 10 menit lagi saya mau meet up di Starbucks sama temen saya","['bantu', 'aplikasi', 'promo', 'tolong', 'cepat', 'baik', 'sistem', 'loadingnya', 'menit', 'meet', 'up', 'starbucks', 'teman']",-1
"Ini kenapa bug error trus, udah coba install ulang teuteup aja gini terus","['bug', 'error', 'coba', 'install', 'ulang', 'teuteup']",-1
"APK lemot banget,kadang g bisa dibuka 😂 ngebug booooos","['apk', 'lot', 'bangetkadang', 'buka', 'ngebug', 'boos']",-1
"Passcode nya yang mana ya,, kok baru buat akun uda ada passcode , ganti passcode nya jg gak bs, binggung ahh","['passcode', 'akun', 'passcode', 'ganti', 'passcode', 'binggung']",0
Crew toko selalu bilang error untuk apply reward member matikan saja aplikasi ini tidak dapat digunakan Terimakasih,"['crew', 'toko', 'error', 'apply', 'reward', 'member', 'mati', 'aplikasi', 'terimakasih']",-1
starbucks Indonesia terimakasih yaaa.. jaya selalu ya,"['starbucks', 'indonesia', 'terimakasih', 'jaya']",0
Akhirnya bisa dibuka kembali aplikasinya.,"['buka', 'aplikasi']",1
"app sudah hampir 2 hari tidak dapat digunakan. mohon segera diperbaiki, min","['app', 'baik']",-1
jika kita lupa pascode untuk login pay gimana ya cara ganti nya sedang kan kl ganti pin harus di setel pin sebelum nya,"['lupa', 'pascode', 'login', 'pay', 'ganti', 'ganti', 'setel']",0
"Starbucks terbaik, loyal banget sama customer","['starbucks', 'baik', 'loyal', 'banget', 'customer']",0
Ok,[],0
Payahh ....mulai 03nov error terus ....reward byk hangus....diperbaiki dong krn kartu sdh rusak....hanya pake apl aja klo mau order,"['payah', 'nov', 'error', 'reward', 'hangusdiperbaiki', 'kartu', 'rusakhanya', 'pakai', 'apl', 'order']",-1
Aplikasi apaan anjir ga bisa di buka buang2 kuota 👎,"['aplikasi', 'buka', 'buang', 'kuota']",-1
Kenapa ga bisa dibuka bro,['buka'],-1
"Ini udah 2 minggu kok ga bisa di buka, mau klaim reward jadi ga bisa","['minggu', 'buka', 'klaim', 'reward']",-1
"Padahal weekend gini enaknya ngopi di starbuck tapi , ehh malah aplikasinya gak bisa di buka Yaudah auto gk jadi ngopi","['weekend', 'enak', 'ngopi', 'starbuck', 'aplikasi', 'buka', 'yaudah', 'auto', 'ngopi']",-1
"Waktu mau tukerin reward malah g bsa login, kirain wifi atau pket datanya abis, udh coba instal ulang malah g ngaruh, cuma keluar tampilan logo doang,,, jdinya rewardnya g bsa dituker pdhl trkhirnya kmren😥","['tukerin', 'reward', 'login', 'wifi', 'pket', 'data', 'habis', 'coba', 'instal', 'ulang', 'ngaruh', 'tampil', 'logo', 'doang', 'jdinya', 'rewardnya', 'dituker', 'trkhirnya', 'kemarin']",-1
6/11/22 ga bisa di buka,['buka'],-1
"Aplikasi gak bisa dipake, udh di topup saldo udah jauh"" OTW ke kota","['aplikasi', 'pakai', 'topup', 'saldo', 'otw', 'kota']",0
Gabisaaa digunakan,['gabisaa'],0
Udah beberapa hari tapi aplikasi Starbucks masih error atau gimana nih.. Harusnya segera diperbaiki kalau memang ada bug,"['aplikasi', 'starbucks', 'error', 'baik', 'bug']",-1
"Udah beberapa hari gak bisa ke buka stuck d logo, selama ini baik2 aja apk nya. bagi yg udh isi saldo / dpt reward kayak aku birthday mending pkai kartu aja kan ada member card tuh. Disitu kebaca saldo dan rewardnya juga serta masukin poin. Tolong segera di maintenance ya Starbuck.","['buka', 'stuck', 'logo', 'apk', 'isi', 'saldo', 'reward', 'birthday', 'mending', 'pakai', 'kartu', 'member', 'card', 'situ', 'baca', 'saldo', 'rewardnya', 'masuk', 'poin', 'tolong', 'maintenance', 'starbuck']",-1
"Gimana ini mau dipake buat beli minuman gak bisa dibuka. Mana masi banyak saldonya.. Terpaksa ngambil cash. Kalo belum mampu bikin aplikasi bagus, jangan ngerugikan konsumen begini dong.. Isinya juga gak bisa ditransfer balik ke rekening.👎👎👎","['pakai', 'beli', 'minum', 'buka', 'saldo', 'paksa', 'ngambil', 'cash', 'aplikasi', 'bagus', 'ngerugikan', 'konsumen', 'isi', 'transfer', 'rekening']",-1
Erornya smp kapan sih?? Aku ad reward dan exp tgl 7 nov. Mana ak ad saldo d starbuck card,"['eror', 'reward', 'exp', 'tanggal', 'nov', 'saldo', 'starbuck', 'card']",-1
apl bikin emosi ga bisa kebuka bikin malu saya aja depan staff starbucks nya,"['apl', 'emosi', 'buka', 'malu', 'staff', 'starbucks']",-1
ga bisa ke buka aplikasinya..,"['buka', 'aplikasi']",-1
"Aplikasi jelek gakbisa dibuka cuma ngebug di logonya doang,padahal mau pakai saldo yang masih ada di card-nya","['aplikasi', 'jelek', 'gakbisa', 'buka', 'ngebug', 'logo', 'doangpadahal', 'pakai', 'saldo', 'cardnya']",-1
Tidak biaa dibuka,"['biaa', 'buka']",-1
"Saya sudah masuk, Daftar dllnya sudah ok. Tapi kok sekarang tidak mau masuk yaa. Setiap kali masuk stucknya di logo... Tolong diperbaiki","['daftar', 'dllnya', 'stucknya', 'logo', 'tolong', 'baik']",-1
Hang udah 1 Minggu,"['hang', 'minggu']",-1
Aplikasi error Hanya muncul logo,"['aplikasi', 'error', 'muncul', 'logo']",-1
Jelek. Terlalu berat aplikasinya,"['jelek', 'berat', 'aplikasi']",-1
Kenapa beberapa hari ini tidak bisa login ya,['login'],-1
Sdh berapa hari aplikasinya tidak bisa dibuka,"['aplikasi', 'buka']",-1
Aplikasi Starbucks tidak bisa dibuka mungkin karena sedang maintaince,"['aplikasi', 'starbucks', 'buka', 'maintaince']",-1
"ga bisa dibuka, stuck di covernya trs","['buka', 'stuck', 'covernya']",-1
Aplikasi tidak biaa dibuka,"['aplikasi', 'biaa', 'buka']",-1
Offline sampai berhari2. Saldo tidak biaa buat transaksi,"['offline', 'hari', 'saldo', 'biaa', 'transaksi']",-1
G bisa di buka apk nya sudah 5hari,"['buka', 'apk']",-1
Server eror trs gak bsa login,"['server', 'eror', 'login']",-1
"Kok gak bs masuk ya, lg error ya",['error'],-1
Ko jadi ga bisa dibuka?,['buka'],-1
aplikasi tidak bisa di buka,"['aplikasi', 'buka']",-1
Knapa gk bs login? TDK ADA KET LOGIN !,"['knapa', 'login', 'ket', 'login']",-1
"Gak bisa masuk, tampilan cuma ijo doang","['tampil', 'ijo', 'doang']",-1
Erorr terus,['erorr'],-1
Kenapa gk bisa masuk????,[],-1
"masih banyak bug, error, dll. bukanya lama banget padahal wifi kenceng, coba paka data seluler juga masih susah ke buka, tolong segara perbaiki biar nyaman make apk nya","['bug', 'error', 'dan lain', 'banget', 'wifi', 'kencang', 'coba', 'paka', 'data', 'seluler', 'sulit', 'buka', 'tolong', 'segara', 'baik', 'nyaman', 'pakai', 'apk']",-1
kenapa stuck di logo? aplikasi tidak mau terbuka?,"['stuck', 'logo', 'aplikasi', 'buka']",-1
"Tolong app nya kenapa gabisa bisa dibuka ya, udah beberapa hari terakhir ini gabisa dibuka, tolong starbucks solusinya, saya baru isi saldo lho padahal","['tolong', 'app', 'enggak bisa', 'buka', 'enggak bisa', 'buka', 'tolong', 'starbucks', 'solusi', 'isi', 'saldo']",-1
Ini masih down yah ? Udah hari kedua loh,['down'],-1
Saya sudah beberapa hari ini tidak bisa buka aplikasi sama sekali,"['buka', 'aplikasi']",-1
Sedang eror kah hari ini,['eror'],-1
"Cuma sampai tampilan depan saja ,stack dilambang starbuks. Kenapa yaaaa?","['tampil', 'stack', 'lambang', 'starbuks']",-1
Starbucks reward tidak bisa dibuka,"['starbucks', 'reward', 'buka']",-1
Sdh punya akun tapi setelah dibuka tidak bisa ..,"['akun', 'buka']",-1
"Aplikasi sudah error 3 hari, reward bakal hangus besok. Bagus pertahankan saja ya, nahan saldo customer.","['aplikasi', 'error', 'reward', 'hangus', 'besok', 'bagus', 'tahan', 'tahan', 'saldo', 'customer']",-1
bug gabisa dibuka,"['bug', 'enggak bisa', 'buka']",-1
sudah dua hari aplikasi saya ngk bisa ke buka. Uda di uninstal berulang kali tapi tetap ngk bisaa kebuka. loadingnya lama banget. Jadi malass,"['aplikasi', 'buka', 'uninstal', 'ulang', 'buka', 'loadingnya', 'banget', 'malass']",-1
"Apk ga bisa jln, pas dibuka yg muncul hanya tampilan logo starbucks nya doang. Kirain jaringan saya yg ngelag, eh ditungguin 30 menit jg masih kaya gitu. Cuma logo doang yg muncul. Tolong dong apknya diperbaiki lge suka error jg soalnya.","['apk', 'jalan', 'pas', 'buka', 'muncul', 'tampil', 'logo', 'starbucks', 'doang', 'jaring', 'ngelag', 'ditungguin', 'menit', 'logo', 'doang', 'muncul', 'tolong', 'apknya', 'baik', 'lge', 'suka', 'error']",-1
Gabisa login lama,"['enggak bisa', 'login']",-1
Waduh belum nyoba udah ngelag,"['coba', 'ngelag']",-1
"ini masuk aplikasi kok stag di logo aja? udah ganti hp ttp aja sama,kira hp nya yg udh gx suport,ternyata aplikasinya memang gx bisa di buka,tolong perbaikanya,baru ak naikan bintang nya lg.","['aplikasi', 'stag', 'logo', 'ganti', 'handphone', 'samakira', 'handphone', 'suportternyata', 'aplikasi', 'bukatolong', 'perbaikanyabaru', 'naik', 'bintang']",-1
aplikasi tidak bisa dibuka,"['aplikasi', 'buka']",-1
Lg maintenance ya aps ny udh 2hr ga bs k buka,"['maintenance', 'aps', 'buka']",-1
"Sudah pernah digunakan berkali-kali, semula baik baik saja. Tapi sekarang tiba-tiba ngga bisa dibuka. Sudah coba uninstal dan instal lagi, tetap tidak bisa.","['berkalikali', 'tibatiba', 'buka', 'coba', 'uninstal', 'instal']",-1
kdg ga bs di buka,"['kadang', 'buka']",-1
"Hari ini dri pagi smpe malam knp gak bisa buka aplikasinya, parah banget aplikasinya","['pagi', 'malam', 'buka', 'aplikasi', 'parah', 'banget', 'aplikasi']",-1
"Kenapa aplikasi nya tidak bisa di buka yaa?? Terakhir transaksi beli sih kemaren , tolong segera respon","['aplikasi', 'buka', 'transaksi', 'beli', 'kemarin', 'tolong', 'respon']",-1
"Baru diinstall, aplikasinya error gk kebuka²...","['diinstall', 'aplikasi', 'error', 'buka']",-1
Aplikasi nya ga bisa dibuka,"['aplikasi', 'buka']",-1
Apa lagi gangguan? Apk dan via web tidak bisa terhubung,"['ganggu', 'apk', 'via', 'web', 'hubung']",-1
Loading lama,['loading'],-1
"Payah apkturbuk down knp.ya padahal kan aku pas ultahmau tdaktir temem,,, dan juga mana yg ultah di bulan nov birtday cake gk ada juga zzzzoooonk,,!!??????","['payah', 'apkturbuk', 'down', 'knpya', 'pas', 'ultahmau', 'tdaktir', 'tem', 'ultah', 'nov', 'birtday', 'cake', 'zzoonk']",-1
Suka nongki distarbuck,"['suka', 'nongki', 'distarbuck']",0
"udh di instal di hpku tp kok gabisa ya? mksdnya kek mau login gt gk muncul, dan udh aku scroll ke bawah tetep gabisa. knp ya? apa gabisa ya dihpku, hpku jadul emng oppo f1s","['instal', 'hpku', 'enggak bisa', 'maksud', 'login', 'muncul', 'scroll', 'enggak bisa', 'enggak bisa', 'dihpku', 'hpku', 'jadul', 'oppo', 'fs']",-1
Aplikas ga guna buat apa di bikin. Login aja kaga bisa,"['aplikas', 'login']",-1
